Rank,Release Group,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent,year
109,After Ever Happy,"1,92,38,073","10,72,750",5.60%,"1,81,65,323",94.40%,2022
110,Simone: Woman of the Century,"1,91,67,164",0,0,"1,91,67,164",100%,2022
111,Beast,"1,89,11,959",0,0,"1,89,11,959",100%,2022
112,Broker,"1,88,51,416","10,46,899",5.60%,"1,78,04,517",94.40%,2022
113,Godfather,"1,87,37,287",0,0,"1,87,37,287",100%,2022
114,November,"1,85,54,715",0,0,"1,85,54,715",100%,2022
115,Bhool Bhulaiyaa 2,"1,83,07,258",0,0,"1,83,07,258",100%,2022
116,Fragments of the Last Will,"1,79,54,691",0,0,"1,79,54,691",100%,2022
117,The Quintessential Quintuplets Movie,"1,75,06,171","5,02,000",2.90%,"1,70,04,171",97.10%,2022
118,Fall,"1,73,63,261","72,40,521",41.70%,"1,01,22,740",58.30%,2022
119,Even If This Love Disappears from the World Tonight,"1,68,48,229",0,0,"1,68,48,229",100%,2022
120,Wunderschön,"1,67,19,291",0,0,"1,67,19,291",100%,2022
121,Father There Is Only One 3,"1,64,01,315",0,0,"1,64,01,315",100%,2022
122,Dr. Coto's Clinic,"1,60,62,841",0,0,"1,60,62,841",100%,2022
123,Radhe Shyam,"1,59,54,804","18,60,000",11.70%,"1,40,94,804",88.30%,2022
124,Blacklight,"1,59,02,207","95,91,094",60.30%,"63,11,113",39.70%,2022
125,Operation Mincemeat,"1,57,10,164",0,0,"1,57,10,164",100%,2022
126,Maison de retraite,"1,55,70,823",0,0,"1,55,70,823",100%,2022
127,"Utapri Movie 2, Uta No Prince0Sama Maji Love Starish Tours Movie","1,55,69,229",0,0,"1,55,69,229",100%,2022
128,Bheemla Nayak,"1,52,43,922",0,0,"1,52,43,922",100%,2022
129,Bones and All,"1,52,34,907","78,34,907",51.40%,"74,00,000",48.60%,2022
130,Terrifier 2,"1,50,65,239","1,06,40,105",70.60%,"44,25,134",29.40%,2022
131,Firestarter,"1,50,39,250","97,39,250",64.80%,"53,00,000",35.20%,2022
132,The Wolf of Wall Street 2022 Re0release,"1,50,38,738",0,0,"1,48,77,539",98.90%,2022
133,Bros,"1,47,81,867","1,16,28,165",78.70%,"31,53,702",21.30%,2022
134,Superwho?,"1,47,70,359",0,0,"1,47,70,359",100%,2022
135,X,"1,47,40,889","1,17,65,309",79.80%,"29,75,580",20.20%,2022
136,The Chosen Season 3: Episode 1 & 2,"1,46,79,613","1,46,12,089",99.50%,"67,524",0.50%,2022
137,The Duke,"1,42,33,027","15,26,970",10.70%,"1,27,00,247",89.20%,2022
138,Sarkaru Vaari Paata,"1,41,99,018",0,0,"1,41,99,018",100%,2022
139,She Said,"1,39,44,212","58,25,995",41.80%,"81,18,217",58.20%,2022
140,The Legend of Maula Jatt,"1,39,41,539","50,16,493",36%,"89,25,046",64%,2022
141,Bodies Bodies Bodies,"1,39,29,670","1,14,46,602",82.20%,"24,83,068",17.80%,2022
142,Glass Onion,"1,32,80,000","1,32,80,000",100%,0,0,2022
143,Valimai,"1,32,76,393",0,0,"1,32,76,393",100%,2022
144,Memory,"1,32,40,559","73,29,043",55.40%,"59,11,516",44.60%,2022
145,Moonage Daydream,"1,30,95,781","42,18,925",32.20%,"88,76,856",67.80%,2022
146,Easter Sunday,"1,30,74,255","1,30,13,690",99.50%,"60,565",0.50%,2022
147,Living,"1,23,77,310","30,38,113",24.50%,"93,39,197",75.50%,2022
148,Guglhupfgeschwader,"1,23,07,072",0,0,"1,23,07,072",100%,2022
149,Alienoid,"1,21,09,608","1,68,309",1.40%,"1,19,41,299",98.60%,2022
150,Laal Singh Chaddha,"1,20,93,536","34,01,324",28.10%,"86,92,212",71.90%,2022
151,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,"1,16,28,645","15,88,491",13.70%,"1,00,40,154",86.30%,2022
152,Till,"1,14,98,884","90,00,202",78.30%,"24,98,682",21.70%,2022
153,Jug Jugg Jeeyo,"1,14,67,726","10,33,000",9%,"1,04,34,726",91%,2022
154,Empire of Light,"1,13,95,604","11,77,577",10.30%,"1,02,18,027",89.70%,2022
155,The Eight Mountains,"1,13,74,298","3,02,456",2.70%,"1,10,71,842",97.30%,2022
156,Bergen,"1,13,25,405",0,0,"1,13,25,405",100%,2022
157,Rise,"1,12,52,331",0,0,"1,12,52,331",100%,2022
158,Men,"1,11,52,071","75,87,853",68%,"35,64,218",32%,2022
159,Chickenhare and the Hamster of Darkness,"1,08,85,116",0,0,"1,08,85,116",100%,2022
160,Warriors of Future,"1,04,90,328",0,0,"1,04,90,328",100%,2022
161,Land of Legends,"1,03,57,479",0,0,"1,03,57,479",100%,2022
162,The Pirates: The Last Royal Treasure,"1,02,58,331",0,0,"1,02,58,331",100%,2022
163,Vaillante,"1,01,43,170",0,0,"1,01,43,170",100%,2022
164,Table for Six,"1,01,38,355",0,0,"1,01,38,355",100%,2022
165,The Beasts,"1,00,67,896","46,105",0.50%,"1,00,21,791",99.50%,2022
166,Smack Dab Kakha,"99,95,945",0,0,"99,95,945",100%,2022
167,F3: Fun and Frustration,"98,49,193","11,95,000",12.10%,"86,54,193",87.90%,2022
168,Pearl,"98,47,490","94,23,445",95.70%,"4,24,045",4.30%,2022
169,"Good Luck to You, Leo Grande","97,95,364",0,0,"97,95,364",100%,2022
170,Rheingold,"97,01,747",0,0,"97,01,747",100%,2022
171,Spider0Man: No Way Home 2022 Re0release,"96,13,518","93,21,593",97%,"2,91,925",3%,2022
172,Redeeming Love,"94,64,198","92,14,020",97.40%,"2,50,178",2.60%,2022
173,Women Talking,"92,76,103","54,56,531",58.80%,"38,19,572",41.20%,2022
174,Sword Art Online the Movie: Progressive 0 Scherzo of Deep Night,"90,71,701",0,0,"90,71,701",100%,2022
175,Samrat Prithviraj,"85,68,339",0,0,"85,68,339",100%,2022
176,Aftersun,"84,77,235","16,58,790",19.60%,"68,18,445",80.40%,2022
177,Life Is Beautiful,"84,58,639",0,0,"84,58,639",100%,2022
178,Yolki 9,"83,85,030",0,0,"83,85,030",100%,2022
179,Don,"82,87,406",0,0,"82,87,406",100%,2022
180,Shotgun Wedding,"82,77,788",0,0,"82,77,788",100%,2022
181,Vikram Vedha,"82,34,166","15,89,362",19.30%,"66,44,804",80.70%,2022
182,Re/Member,"81,66,175",0,0,"81,66,175",100%,2022
183,Rabbit Academy: Mission Eggpossible,"81,19,534",0,0,"81,19,534",100%,2022
184,Acharya,"80,48,175","8,32,000",10.30%,"72,16,175",89.70%,2022
185,Il grande giorno,"80,21,940",0,0,"80,21,940",100%,2022
186,The Tatta's,"80,00,956",0,0,"80,00,956",100%,2022
187,Ducobu 4 President,"78,58,171",0,0,"78,58,171",100%,2022
188,Finnick,"75,91,889",0,0,"75,91,889",100%,2022
189,Phases of the Moon,"75,64,756",0,0,"75,64,756",100%,2022
190,777 Charlie,"75,23,995",0,0,"75,23,995",100%,2022
191,Bachchhan Paandey,"73,87,882",0,0,"73,87,882",100%,2022
192,Lesson in Murder,"73,48,964",0,0,"73,48,964",100%,2022
193,Family Affairs,"73,30,755",0,0,"73,30,755",100%,2022
194,Listy do M. 5,"73,28,061",0,0,"73,28,061",100%,2022
195,Laid0Back Camp Movie,"73,17,913",0,0,"73,17,913",100%,2022
196,Osomatsusan the Movie 2022 Re0release,"72,97,522",0,0,"72,97,522",100%,2022
197,The New Toy,"72,95,051",0,0,"72,95,051",100%,2022
198,Decibel,"72,12,471","60,579",0.80%,"71,51,892",99.20%,2022
199,The Kids Are Alright 2,"71,87,470",0,0,"71,87,470",100%,2022
0,Barbie,"1,44,56,38,421","63,62,38,421",44%,"80,94,00,000",56%,2023
1,The Super Mario Bros. Movie,"1,36,19,92,475","57,49,34,330",42.20%,"78,70,58,145",57.80%,2023
2,Oppenheimer,"97,54,40,031","32,98,62,540",33.80%,"64,55,77,491",66.20%,2023
3,Guardians of the Galaxy Vol. 3,"84,55,55,777","35,89,95,815",42.50%,"48,65,59,962",57.50%,2023
4,Fast X,"70,48,75,015","14,61,26,015",20.70%,"55,87,49,000",79.30%,2023
5,Spider0Man: Across the Spider0Verse,"69,06,15,475","38,13,11,319",55.20%,"30,93,04,156",44.80%,2023
6,Wonka,"63,23,02,312","21,84,02,312",34.50%,"41,39,00,000",65.50%,2023
7,The Little Mermaid,"56,96,26,289","29,81,72,056",52.30%,"27,14,54,233",47.70%,2023
8,Mission: Impossible 0 Dead Reckoning Part One,"56,75,35,383","17,21,35,383",30.30%,"39,54,00,000",69.70%,2023
9,Elemental,"49,64,44,308","15,44,26,697",31.10%,"34,20,17,611",68.90%,2023
10,Ant0Man and the Wasp: Quantumania,"47,60,71,180","21,45,04,909",45.10%,"26,15,66,271",54.90%,2023
11,John Wick: Chapter 4,"44,01,57,245","18,71,31,806",42.50%,"25,30,25,439",57.50%,2023
12,Transformers: Rise of the Beasts,"43,89,66,392","15,70,66,392",35.80%,"28,19,00,000",64.20%,2023
13,Aquaman and the Lost Kingdom,"43,43,81,226","12,44,81,226",28.70%,"30,99,00,000",71.30%,2023
14,Meg 2: The Trench,"39,77,00,317","8,26,00,317",20.80%,"31,51,00,000",79.20%,2023
15,Indiana Jones and the Dial of Destiny,"38,39,63,057","17,44,80,468",45.40%,"20,94,82,589",54.60%,2023
16,The Hunger Games: The Ballad of Songbirds & Snakes,"34,43,57,763","16,63,50,594",48.30%,"17,80,07,169",51.70%,2023
17,Migration,"29,91,61,774","12,73,06,285",42.60%,"17,18,55,489",57.40%,2023
18,Five Nights at Freddy's,"29,14,93,620","13,72,75,620",47.10%,"15,42,18,000",52.90%,2023
19,Creed III,"27,61,48,615","15,62,48,615",56.60%,"11,99,00,000",43.40%,2023
20,The Flash,"27,13,33,313","10,81,33,313",39.90%,"16,32,00,000",60.10%,2023
21,The Nun II,"26,94,67,073","8,62,67,073",32%,"18,32,00,000",68%,2023
22,Taylor Swift: The Eras Tour,"26,16,56,269","18,07,56,269",69.10%,"8,09,00,000",30.90%,2023
23,Wish,"25,49,97,360","6,39,73,821",25.10%,"19,10,23,539",74.90%,2023
24,Sound of Freedom,"25,05,70,396","18,41,78,046",73.50%,"6,63,92,350",26.50%,2023
25,Napoleon,"22,13,94,838","6,15,24,375",27.80%,"15,98,70,463",72.20%,2023
26,Anyone But You,"22,02,13,795","8,83,19,668",40.10%,"13,18,94,127",59.90%,2023
27,Trolls Band Together,"20,93,67,510","10,29,96,915",49.20%,"10,63,70,595",50.80%,2023
28,Dungeons & Dragons: Honor Among Thieves,"20,81,77,026","9,32,77,026",44.80%,"11,49,00,000",55.20%,2023
29,The Marvels,"20,61,36,825","8,45,00,223",41%,"12,16,36,602",59%,2023
30,PAW Patrol: The Mighty Movie,"20,22,31,360","6,52,31,360",32.30%,"13,70,00,000",67.70%,2023
31,The Equalizer 3,"19,10,67,560","9,23,73,751",48.30%,"9,86,93,809",51.70%,2023
32,Insidious: The Red Door,"18,90,86,877","8,21,56,962",43.40%,"10,69,29,915",56.60%,2023
33,Teenage Mutant Ninja Turtles: Mutant Mayhem,"18,05,13,586","11,86,13,586",65.70%,"6,19,00,000",34.30%,2023
34,The Boy and the Heron,"17,36,35,417","4,68,32,867",27%,"12,68,02,550",73%,2023
35,Scream VI,"16,89,61,389","10,81,61,389",64%,"6,08,00,000",36%,2023
36,Killers of the Flower Moon,"15,70,26,901","6,80,26,901",43.30%,"8,90,00,000",56.70%,2023
37,Evil Dead Rise,"14,70,33,054","6,72,33,054",45.70%,"7,98,00,000",54.30%,2023
38,The Exorcist: Believer,"13,62,84,218","6,55,37,395",48.10%,"7,07,46,823",51.90%,2023
39,Shazam! Fury of the Gods,"13,40,38,006","5,76,38,006",43%,"7,64,00,000",57%,2023
40,Blue Beetle,"13,07,88,072","7,24,88,072",55.40%,"5,83,00,000",44.60%,2023
41,A Haunting in Venice,"12,22,90,456","4,24,71,412",34.70%,"7,98,19,044",65.30%,2023
42,Gran Turismo,"12,21,01,055","4,44,28,554",36.40%,"7,76,72,501",63.60%,2023
43,Poor Things,"11,76,25,455","3,45,53,225",29.40%,"8,30,72,230",70.60%,2023
44,Haunted Mansion,"11,74,49,790","6,76,53,287",57.60%,"4,97,96,503",42.40%,2023
45,Godzilla Minus One,"11,58,57,413","5,64,18,793",48.70%,"5,94,38,620",51.30%,2023
46,Pathaan,"11,25,83,450","1,74,87,476",15.50%,"9,50,95,974",84.50%,2023
47,Saw X,"11,18,23,047","5,36,07,898",47.90%,"5,82,15,149",52.10%,2023
48,Detective Conan: Black Iron Submarine,"10,67,71,806",0,0,"10,67,71,806",100%,2023
49,The Creator,"10,42,72,136","4,07,74,679",39.10%,"6,34,97,457",60.90%,2023
50,12.12: The Day,"9,74,76,565",0,0,"9,74,76,565",100%,2023
51,Animal,"9,28,70,950","1,50,04,482",16.20%,"7,78,66,468",83.80%,2023
52,Talk to Me,"9,21,81,735","4,82,99,436",52.40%,"4,38,82,299",47.60%,2023
53,Air,"9,00,60,106","5,24,60,106",58.30%,"3,76,00,000",41.70%,2023
54,Cocaine Bear,"8,83,14,672","6,46,70,240",73.20%,"2,36,44,432",26.80%,2023
55,No Hard Feelings,"8,72,56,407","5,04,52,282",57.80%,"3,68,04,125",42.20%,2023
56,The Roundup: No Way Out,"8,34,10,298","9,09,411",1.10%,"8,25,00,887",98.90%,2023
57,The Pope's Exorcist,"7,69,87,621","2,00,09,380",26%,"5,69,78,241",74%,2023
58,Plane,"7,45,15,586","3,21,11,181",43.10%,"4,24,04,405",56.90%,2023
59,Titanic 25 Year Anniversary,"7,01,57,472","1,50,33,795",21.40%,"5,51,23,677",78.60%,2023
60,The Color Purple,"6,75,19,191","6,06,19,191",89.80%,"69,00,000",10.20%,2023
61,The Boogeyman,"6,73,07,243","4,32,44,282",64.20%,"2,40,62,961",35.80%,2023
62,65,"6,07,30,568","3,20,62,904",52.80%,"2,86,67,664",47.20%,2023
63,Spy x Family Code: White,"5,96,29,242","81,10,042",13.60%,"5,15,19,200",86.40%,2023
64,Magic Mike's Last Dance,"5,71,05,156","2,60,05,156",45.50%,"3,11,00,000",54.50%,2023
65,Demon Slayer: Kimetsu No Yaiba 0 To the Swordsmith Village,"5,63,19,794","1,01,17,806",18%,"4,62,01,988",82%,2023
66,One Life,"5,62,05,538","57,16,885",10.20%,"5,04,88,653",89.80%,2023
67,The Boys in the Boat,"5,55,01,365","5,26,41,306",94.80%,"28,60,059",5.20%,2023
68,Knock at the Cabin,"5,47,60,947","3,53,97,980",64.60%,"1,93,62,967",35.40%,2023
69,Mummies,"5,44,75,970","42,75,970",7.80%,"5,02,00,000",92.20%,2023
70,Jesus Revolution,"5,42,95,801","5,21,02,987",96%,"21,92,814",4%,2023
71,Asteroid City,"5,38,57,743","2,81,53,025",52.30%,"2,57,04,718",47.70%,2023
72,The Zone of Interest,"5,25,82,035","86,59,464",16.50%,"4,39,22,571",83.50%,2023
73,Operation Fortune: Ruse de Guerre,"4,89,83,306","64,96,125",13.30%,"4,24,87,181",86.70%,2023
74,Missing,"4,87,67,848","3,25,02,025",66.60%,"1,62,65,823",33.40%,2023
75,There's Still Tomorrow,"4,84,89,294",0,0,"4,84,89,294",100%,2023
76,Thanksgiving,"4,65,53,280","3,19,08,884",68.50%,"1,46,44,396",31.50%,2023
77,Asterix & Obelix: The Middle Kingdom,"4,64,97,678",0,0,"4,64,97,678",100%,2023
78,Ruby Gillman: Teenage Kraken,"4,56,57,745","1,57,53,600",34.50%,"2,99,04,145",65.50%,2023
79,The Holdovers,"4,54,78,184","2,03,55,375",44.80%,"2,51,22,809",55.20%,2023
80,The Iron Claw,"4,52,02,541","3,50,70,296",77.60%,"1,01,32,245",22.40%,2023
81,Son of a Rich 2,"4,47,18,015",0,0,"4,47,18,015",100%,2023
82,Renaissance: A Film by Beyoncé,"4,39,89,684","3,38,89,684",77%,"1,01,00,000",23%,2023
83,Ferrari,"4,33,36,670","1,85,50,028",42.80%,"2,47,86,642",57.20%,2023
84,Past Lives,"4,25,43,213","1,11,85,625",26.30%,"3,13,57,588",73.70%,2023
85,80 for Brady,"4,03,62,938","3,93,30,588",97.40%,"10,32,350",2.60%,2023
86,"Miraculous: Ladybug & Cat Noir, the Movie","4,02,09,224",0,0,"4,02,09,224",100%,2023
87,My Big Fat Greek Wedding 3,"3,88,31,076","2,84,96,030",73.40%,"1,03,35,046",26.60%,2023
88,The Expendables 4,"3,79,17,985","1,67,10,153",44.10%,"2,12,07,832",55.90%,2023
89,Doraemon the Movie: Nobita's Sky Utopia,"3,74,75,850",0,0,"3,74,75,850",100%,2023
90,Smugglers,"3,68,51,831",0,0,"3,68,51,831",100%,2023
91,Kingdom 3: The Flame of Destiny,"3,62,59,522",0,0,"3,62,59,522",100%,2023
92,Ride On,"3,62,58,730","1,28,950",0.40%,"3,61,29,780",99.60%,2023
93,Strays,"3,60,71,267","2,39,88,885",66.50%,"1,20,82,382",33.50%,2023
94,Anatomy of a Fall,"3,59,47,604","50,76,369",14.10%,"3,08,71,235",85.90%,2023
95,The Bremen Town Musicians,"3,45,96,570",0,0,"3,45,96,570",100%,2023
96,Noryang: Deadly Sea,"3,42,10,966","3,15,245",0.90%,"3,38,95,721",99.10%,2023
97,Alibi.com 2,"3,41,14,308",0,0,"3,41,14,308",100%,2023
98,Priscilla,"3,31,11,634","2,09,60,939",63.30%,"1,21,50,695",36.70%,2023
99,Don't Call it Mystery: The Movie,"3,24,88,540",0,0,"3,24,88,540",100%,2023
100,The Three Musketeers 0 Part I: D'Artagnan,"3,23,75,003",0,0,"3,23,75,003",100%,2023
101,Tokyo MER,"3,02,39,900",0,0,"3,02,39,900",100%,2023
102,Concrete Utopia,"3,00,77,348",0,0,"3,00,77,348",100%,2023
103,BTS: Yet to Come in Cinemas,"2,92,91,883","80,93,270",27.60%,"2,11,98,613",72.40%,2023
104,Book Club: The Next Chapter,"2,90,14,500","1,75,81,565",60.60%,"1,14,32,935",39.40%,2023
105,I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023),"2,89,33,626",0,0,"2,89,33,626",100%,2023
106,Jawan,"2,84,99,044","1,51,98,530",53.30%,"1,33,00,514",46.70%,2023
107,The Wish of the Fairy Fish,"2,82,18,581",0,0,"2,82,18,581",100%,2023
108,Toy Story 2023 Re0release,"2,75,03,758",0,0,"2,75,03,758",100%,2023
109,Renfield,"2,64,93,921","1,72,97,895",65.30%,"91,96,026",34.70%,2023
110,Perfect Days,"2,54,17,760","37,66,668",14.80%,"2,16,51,092",85.20%,2023
111,Gravity 2023 Re0release (10th Anniversary),"2,49,81,634",0,0,"2,49,81,634",100%,2023
112,Frozen 2023 Re0release (Sing 0A0Long),"2,43,95,877",0,0,"2,43,95,877",100%,2023
113,Shin Jigen! Crayon Shin0chan the Movie,"2,36,55,553",0,0,"2,36,55,553",100%,2023
114,The Challenge,"2,32,19,519",0,0,"2,32,19,519",100%,2023
115,American Fiction,"2,24,83,370","2,10,98,470",93.80%,"13,84,900",6.20%,2023
116,Radical,"2,17,91,709","87,02,731",39.90%,"1,30,88,978",60.10%,2023
117,The Last Voyage of the Demeter,"2,17,86,275","1,36,37,180",62.60%,"81,49,095",37.40%,2023
118,Guy Ritchie's the Covenant,"2,16,32,392","1,69,38,039",78.30%,"46,94,353",21.70%,2023
119,"Are You There God? It's Me, Margaret.","2,14,64,043","2,03,72,406",94.90%,"10,91,637",5.10%,2023
120,IDOLiSH7 Movie: LIVE 4bit 0 BEYOND THE PERiOD,"2,11,12,012",0,0,"2,11,12,012",100%,2023
121,Saltburn,"2,10,26,167","1,14,25,829",54.30%,"96,00,338",45.70%,2023
122,Dumb Money,"2,07,03,794","1,39,25,356",67.30%,"67,61,614",32.70%,2023
123,All of Us Strangers,"2,02,26,058","40,50,103",20%,"1,61,75,955",80%,2023
124,My Happy Marriage,"1,95,06,407",0,0,"1,95,06,407",100%,2023
125,The House of No Man,"1,94,90,980",0,0,"1,94,90,980",100%,2023
126,Champions,"1,91,59,065","1,63,97,335",85.60%,"27,61,730",14.40%,2023
127,Retribution,"1,86,85,751","69,37,696",37.10%,"1,17,48,055",62.90%,2023
128,Next Goal Wins,"1,86,48,802","67,13,826",36%,"1,19,34,976",64%,2023
129,Love Reset,"1,84,25,590",0,0,"1,84,25,590",100%,2023
130,The Blackening,"1,81,69,453","1,77,07,207",97.50%,"4,62,246",2.50%,2023
131,About My Father,"1,81,67,819","1,20,89,391",66.50%,"60,78,428",33.50%,2023
132,The Birth of Kitaro: Mystery of GeGeGe,"1,81,36,207",0,0,"1,81,36,207",100%,2023
133,Mavka: The Forest Song,"1,79,74,964",0,0,"1,79,74,964",100%,2023
134,The Blind,"1,72,65,487","1,72,65,487",100%,0,0,2023
135,Tokyo Revengers 2: Bloody Halloween 0 Destiny,"1,72,16,567",0,0,"1,72,16,567",100%,2023
136,Hypnotic,"1,62,81,937","45,00,169",27.60%,"1,17,81,768",72.40%,2023
137,The Legend & Butterfly,"1,60,87,771",0,0,"1,60,87,771",100%,2023
138,Die drei ??? 0 Erbe des Drachen,"1,58,60,016",0,0,"1,58,60,016",100%,2023
139,Shin Kamen Rider,"1,58,35,414",0,0,"1,58,35,414",100%,2023
140,Joy Ride,"1,57,87,674","1,28,97,789",81.70%,"28,89,885",18.30%,2023
141,Dunki,"1,54,73,051","74,60,159",48.20%,"80,12,892",51.80%,2023
142,The Three Musketeers 0 Part II: Milady,"1,54,32,295",0,0,"1,54,32,295",100%,2023
143,Only 3 Days Left,"1,51,52,854",0,0,"1,51,52,854",100%,2023
144,Tonde Saitama: Biwako Yori Ai o Komete,"1,51,07,891",0,0,"1,51,07,891",100%,2023
145,A Guilty Conscience,"1,49,11,562",0,0,"1,49,11,562",100%,2023
146,Epic Tails,"1,48,83,959","3,55,088",2.40%,"1,45,28,871",97.60%,2023
147,Tokyo Revengers 2: Bloody Halloween 0 Decisive Battle,"1,45,84,970",0,0,"1,45,84,970",100%,2023
148,Dr. Cheon and Lost Talisman,"1,45,74,445","84,362",0.60%,"1,44,90,083",99.40%,2023
149,Jeanne du Barry,"1,43,44,699",0,0,"1,43,44,699",100%,2023
150,Sisu,"1,42,81,199","72,65,622",50.90%,"70,15,577",49.10%,2023
151,Rehragout0Rendezvous,"1,41,27,069",0,0,"1,41,27,069",100%,2023
152,A Moroccan Affair,"1,40,75,140",0,0,"1,40,75,140",100%,2023
153,His Only Son,"1,38,17,186","1,23,92,740",89.70%,"14,24,446",10.30%,2023
154,The Point Men,"1,34,33,834",0,0,"1,34,33,834",100%,2023
155,"Manta, Manta: Legacy","1,30,78,126",0,0,"1,30,78,126",100%,2023
156,Three heroes and the Navel of the Earth,"1,30,28,535",0,0,"1,30,28,535",100%,2023
157,Bottoms,"1,29,76,079","1,20,36,071",92.80%,"9,40,008",7.20%,2023
158,Championext,"1,28,77,645",0,0,"1,28,77,645",100%,2023
159,Dream Scenario,"1,27,63,763","57,42,193",45%,"70,21,570",55%,2023
160,Love Again,"1,26,96,584","62,30,837",49.10%,"64,65,747",50.90%,2023
161,Beau Is Afraid,"1,23,37,378","81,76,562",66.30%,"41,60,816",33.70%,2023
162,The Shift,"1,22,38,643","1,21,18,219",99%,"1,20,424",1%,2023
163,Salaar,"1,19,58,548","89,29,282",74.70%,"30,29,266",25.30%,2023
164,After Death,"1,18,30,860","1,14,78,326",97%,"3,52,534",3%,2023
165,Tiger 3,"1,17,13,932","53,65,263",45.80%,"63,48,669",54.20%,2023
166,Face Off 6: The Ticket of Destiny,"1,15,38,081",0,0,"1,15,38,081",100%,2023
167,Jungle Bunch: Operation Meltdown,"1,15,05,418","8,31,200",7.20%,"1,06,74,218",92.80%,2023
168,Silent Night,"1,10,67,228","80,12,103",72.40%,"30,55,125",27.60%,2023
169,What's Love Got to Do with It?,"1,10,65,050",0,0,"1,10,65,050",100%,2023
170,Sleep,"1,10,22,466",0,0,"1,10,22,466",100%,2023
171,Samurai Beyond Admiration Record to the World's Best,"1,08,76,188",0,0,"1,08,76,188",100%,2023
172,Honey Sweet,"1,07,66,032",0,0,"1,07,66,032",100%,2023
173,The Machine,"1,06,64,328","1,04,58,331",98.10%,"2,05,997",1.90%,2023
174,After Everything,"1,06,44,463",0,0,"1,06,44,463",100%,2023
175,The Crime Is Mine,"1,04,32,369","1,22,083",1.20%,"1,03,10,286",98.80%,2023
176,The Nightmare Before Christmas 30th Anniversary Re0Release,"1,04,31,631","1,02,51,956",98.30%,"1,79,675",1.70%,2023
177,The Great Escaper,"1,02,65,608",0,0,"1,02,65,608",100%,2023
178,Freelance,"1,01,97,391","53,14,136",52.10%,"48,83,255",47.90%,2023
179,Sun and Concrete,"1,01,19,958",0,0,"1,01,19,958",100%,2023
180,Cobweb,"1,00,91,821",0,0,"1,00,91,821",100%,2023
181,The Peasants,"1,00,53,062","1,55,188",1.50%,"98,97,874",98.50%,2023
182,The Taste of Things,"99,73,327","26,54,510",26.60%,"73,18,817",73.40%,2023
183,Talk to Her Undated France Release,"95,50,733",0,0,"95,49,770",100%,2023
184,Kandahar,"93,87,311","48,13,132",51.30%,"45,74,179",48.70%,2023
185,House Party,"92,85,747","90,02,247",96.90%,"2,83,500",3.10%,2023
186,Rafadan Tayfa 4: Hayrimatör,"91,56,422",0,0,"91,56,422",100%,2023
187,The Animal Kingdom,"91,38,503","11,767",0.10%,"91,26,736",99.90%,2023
188,All Your Faces,"90,65,011",0,0,"90,65,011",100%,2023
189,Cats in the Museum,"90,19,640",0,0,"90,19,640",100%,2023
190,The Wandering Earth II,"88,54,786","50,23,132",56.70%,"38,31,654",43.30%,2023
191,Father & Soldier,"85,98,322",0,0,"85,98,322",100%,2023
192,PreCure All Stars F,"85,57,763",0,0,"85,57,763",100%,2023
193,Dream,"83,17,251",0,0,"83,17,251",100%,2023
194,Vacaciones de verano,"82,09,854",0,0,"82,09,854",100%,2023
195,On the Wandering Paths,"81,87,125",0,0,"81,87,125",100%,2023
196,Weekend Rebels,"81,84,539",0,0,"81,84,539",100%,2023
197,Ransomed,"81,01,634","1,42,101",1.80%,"79,59,533",98.20%,2023
198,Checker Tobi und die Reise zu den fliegenden Flüssen,"79,53,344",0,0,"79,53,344",100%,2023
199,The Silent Service,"78,36,539",0,0,"78,36,539",100%,2023
